"","filename","sentence","index","date","title","publication","filepath"
"28","AI_yao_extracted_1.txt","developed prototypes to commercialize these technologies for public use.",1,2024-07-18,"AI For All Phases of Disaster Management","    Targeted News Service           Targeted News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_1.txt"
"29","AI_yao_extracted_1.txt","Mostafavi and his team have been working extensively on AI disaster management for many years, resulting in",1,2024-07-18,"AI For All Phases of Disaster Management","    Targeted News Service           Targeted News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_1.txt"
"30","AI_yao_extracted_1.txt","numerous publications and innovations.",1,2024-07-18,"AI For All Phases of Disaster Management","    Targeted News Service           Targeted News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_1.txt"
"31","AI_yao_extracted_1.txt","***",1,2024-07-18,"AI For All Phases of Disaster Management","    Targeted News Service           Targeted News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_1.txt"
"32","AI_yao_extracted_1.txt","Original text here: https://engineering.tamu.edu/news/2024/07/ai-for-all-phases-of-disaster-management.html",1,2024-07-18,"AI For All Phases of Disaster Management","    Targeted News Service           Targeted News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_1.txt"
"33","AI_yao_extracted_1.txt","Contact: Engineering News",1,2024-07-18,"AI For All Phases of Disaster Management","    Targeted News Service           Targeted News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_1.txt"
"34","AI_yao_extracted_1.txt","engineeringnews@tamu.edu",1,2024-07-18,"AI For All Phases of Disaster Management","    Targeted News Service           Targeted News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_1.txt"
"35","AI_yao_extracted_2.txt","                                                                                                       Page 1 of 3",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"36","AI_yao_extracted_2.txt","                                     AI FOR ALL PHASES OF DISASTER MANAGEMENT",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"37","AI_yao_extracted_2.txt","                     AI FOR ALL PHASES OF DISASTER MANAGEMENT",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"38","AI_yao_extracted_2.txt","                                                 States News Service",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"39","AI_yao_extracted_2.txt","                                                 July 19, 2024 Friday",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"40","AI_yao_extracted_2.txt","Copyright 2024 States News Service",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"41","AI_yao_extracted_2.txt","Length: 779 words",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"42","AI_yao_extracted_2.txt","Byline: States News Service",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"43","AI_yao_extracted_2.txt","Dateline: COLLEGE STATION, Texas",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"44","AI_yao_extracted_2.txt","Body",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"45","AI_yao_extracted_2.txt","The following information was released by Texas A&M University College Station:",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"46","AI_yao_extracted_2.txt","Texas AandM researchers are using AI to improve the management of disasters like hurricanes before, during and",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"47","AI_yao_extracted_2.txt","after the events.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"48","AI_yao_extracted_2.txt","By Justin Agan, Texas AandM University Engineering July 19, 2024",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"49","AI_yao_extracted_2.txt","Hurricane season is here, with Hurricane Beryl already leaving a trail of damage after hitting Texas' shorelines. The",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"50","AI_yao_extracted_2.txt","National Oceanic and Atmospheric Administration (NOAA) is predicting a record number of named storms in the",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"51","AI_yao_extracted_2.txt","Atlantic this year. As these events continue to increase, it's imperative to find solutions to help manage the",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"52","AI_yao_extracted_2.txt","inevitable hazards.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"53","AI_yao_extracted_2.txt","Dr. Ali Mostafavi, associate professor in the Zachry Department of Civil and Environmental Engineering at Texas",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"54","AI_yao_extracted_2.txt","AandM University, and his research team have been utilizing artificial intelligence (AI) to address disaster",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"55","AI_yao_extracted_2.txt","management through each phase of a hazard event. They want to bring cutting-edge AI to the forefront of",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"56","AI_yao_extracted_2.txt","community resilience and disaster management efforts.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"57","AI_yao_extracted_2.txt","AI has become a very popular evolving technology, especially in research. When given large amounts of data,",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"58","AI_yao_extracted_2.txt","images or text, it can identify and analyze key features much quicker than a whole team of people.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"59","AI_yao_extracted_2.txt","Mitigation and Preparedness",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"60","AI_yao_extracted_2.txt","A crucial step of the mitigation phase of disaster management is assessing risk to communities. Hurricanes bring",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"61","AI_yao_extracted_2.txt","significant flooding risks, but current flood risk assessments can be time-intensive and costly.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"62","AI_yao_extracted_2.txt","Mostafavi's team developed a machine-learning model called Flood Genome that determines flood risk in different",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"63","AI_yao_extracted_2.txt","communities based on factors like hydrological, topographic and built environment features. Just like genetic",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"64","AI_yao_extracted_2.txt","features can indicate health risks for people, Flood Genome analyzes different features of communities to assign",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"65","AI_yao_extracted_2.txt","flood risk levels.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"66","AI_yao_extracted_2.txt","""We used historical flood damages from the National Flood Insurance Program to test this model to determine how",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"67","AI_yao_extracted_2.txt","well it can predict high-risk areas, and the model performed beautifully,"" Mostafavi said. ""It can inform flood",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"68","AI_yao_extracted_2.txt","mitigation and community resilience efforts by understanding the flood risk level of different areas.""",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"69","AI_yao_extracted_2.txt","                                                                                                      Page 2 of 3",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"70","AI_yao_extracted_2.txt","                              AI FOR ALL PHASES OF DISASTER MANAGEMENT",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"71","AI_yao_extracted_2.txt","Another AI tool developed by the Mostafavi lab, called Elev-vision, determines the lowest floor elevation of",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"72","AI_yao_extracted_2.txt","structures using Google Street View images.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"73","AI_yao_extracted_2.txt","For a city like Houston, with hundreds of thousands of properties, surveying each property with traditional methods",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"74","AI_yao_extracted_2.txt","is not feasible. This new tool significantly cuts labor and expenses and provides updated vital information on flood",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"75","AI_yao_extracted_2.txt","risk to properties.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"76","AI_yao_extracted_2.txt","Response and Recovery",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"77","AI_yao_extracted_2.txt","Response efforts would ideally start before an event develops, but the fast-paced nature of a hurricane makes",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"78","AI_yao_extracted_2.txt","evacuations and supply distribution difficult to manage. The research team has developed solutions to this problem",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"79","AI_yao_extracted_2.txt","as well.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"80","AI_yao_extracted_2.txt","""We leverage location-based data and graph analytic methods to determine the preparedness and evacuation",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"81","AI_yao_extracted_2.txt","patterns of communities before a hurricane or storm arrives and provide that in near-real-time to decision-makers to",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"82","AI_yao_extracted_2.txt","understand what areas have or have not evacuated,"" Mostafavi said.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"83","AI_yao_extracted_2.txt","He added that not only can this new technology tell which areas have evacuated, but it also monitors which routes",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"84","AI_yao_extracted_2.txt","and destinations are being used the most. Getting accurate and timely evacuation information to decision-makers",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"85","AI_yao_extracted_2.txt","would greatly improve public safety before and during disasters.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"86","AI_yao_extracted_2.txt","This tool can also determine a community's preparedness before a storm arrives. By analyzing patterns of human",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"87","AI_yao_extracted_2.txt","mobility and visitations to grocery stores, it can gauge how prepared a community is to weather the storm.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"88","AI_yao_extracted_2.txt","Quick response efforts can also impact recovery after events.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"89","AI_yao_extracted_2.txt","Rapid damage assessments in the wake of disasters are vital to making more resilient communities. This can lead",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"90","AI_yao_extracted_2.txt","to faster local and federal aid. The team's AI research tackles this issue by using satellite images and computer",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"91","AI_yao_extracted_2.txt","vision techniques to classify properties based on the extent of damage.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"92","AI_yao_extracted_2.txt","Many of the models and tools Mostafavi's team developed were tested during or after previous events like",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"93","AI_yao_extracted_2.txt","hurricanes in Florida and Louisiana, and all performed very well.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"94","AI_yao_extracted_2.txt","""AI technologies can improve resilience capabilities of communities at different stages,"" Mostafavi said. ""We see AI",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"95","AI_yao_extracted_2.txt","as the next defense barrier against disasters because it improves risk mapping, situational awareness and impact",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"96","AI_yao_extracted_2.txt","assessment.""",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"97","AI_yao_extracted_2.txt","There may not be a long wait for these improvements since the team has already begun a start-up company and",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"98","AI_yao_extracted_2.txt","developed prototypes to commercialize these technologies for public use.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"99","AI_yao_extracted_2.txt","Mostafavi and his team have been working extensively on AI disaster management for many years, resulting in",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"100","AI_yao_extracted_2.txt","numerous publications and innovations.",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"101","AI_yao_extracted_2.txt","Classification",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
"102","AI_yao_extracted_2.txt","Language: ENGLISH",2,2024-07-19,"AI FOR ALL PHASES OF DISASTER MANAGEMENT","    States News Service States News Service","/Users/robwells/Code/CompText_Jour/exercises/assets/extracted_text/AI_yao_extracted_2.txt"
